"","IDs","tstat","pval","adjp"
"297","205330_at","-5.75996522844873","2.14513346437554e-05",9.05723018291895e-05
"884","221933_at","-6.57326031657907","2.14130910474311e-05",9.05723018291895e-05
"506","209540_at","-5.30224395924999","2.21634212860211e-05",9.29891716409625e-05
"656","213765_at","-6.76480303474335","2.22119883676793e-05",9.29891716409625e-05
"986","226069_at","-6.73949799182612","2.215977679e-05",9.29891716409625e-05
"259","204940_at","-6.48999634390988","2.26778633326133e-05",9.46720942505152e-05
"321","205529_s_at","-6.24948755144368","2.29195912386988e-05",9.54124556622236e-05
"1209","230550_at","-5.81427373286455","2.34674124202159e-05",9.74193423158542e-05
"1320","235570_at","-5.42827446698193","2.41506049066887e-05",9.99754091388622e-05
"349","205803_s_at","-6.37249291260681","2.46394471184461e-05",0.000101714932115702
"1116","228423_at","-6.50634890770257","2.52209254179077e-05",0.000103826142970387
"502","209406_at","-4.90769504587989","2.56407828425501e-05",0.000104971381692429
"837","220075_s_at","4.88845330662738","2.56187419913607e-05",0.000104971381692429
"1142","228974_at","-6.50547003761603","2.60312932870939e-05",0.000106276519701028
"529","209875_s_at","-4.91425549686041","2.63951523843587e-05",0.000107465977564889
"258","204939_s_at","-6.33708599064924","2.70375173627521e-05",0.000109779728031777
"935","223767_at","-5.85001284966756","2.71392016050966e-05",0.000109891521253424
"1139","228863_at","-5.56009938106613","2.82164353879608e-05",0.000113942117833673
"501","209396_s_at","-4.94917231934382","2.83548622665474e-05",0.000114189961627781
"245","204797_s_at","-6.18472250325867","2.88248547175613e-05",0.000115768115694921
"91","201149_s_at","-5.92812417832883","2.89247755538175e-05",0.000115855452353399
"1207","230482_at","-6.33975196279964","2.94287155604587e-05",0.000117556216874932
"1277","232707_at","5.22419685259647","2.96878390836976e-05",0.000118272520220537
"1044","227226_at","5.71640791559583","2.9977723225086e-05",0.000119107200588679
"1412","240422_at","4.84117732297985","3.03171546493367e-05",0.000120133751845767
"797","219434_at","-5.64047296226757","3.08469019357867e-05",0.000121582735821372
"1010","226612_at","-6.29501091429793","3.07759337883215e-05",0.000121582735821372
"895","222486_s_at","-6.10180209907898","3.09758785315263e-05",0.000121767246641172
"257","204938_s_at","-6.40636240814375","3.17939302072564e-05",0.000124652393034799
"601","211848_s_at","4.8281122791606","3.23960190016412e-05",0.000126677836834914
"391","206198_s_at","4.82066429547501","3.25356393330924e-05",0.00012685868715045
"619","212775_at","-4.99226371509866","3.26134681540631e-05",0.00012685868715045
"769","217889_s_at","-4.89418877639454","3.32432244027637e-05",0.000128969786819099
"39","1555728_a_at","-6.01224210196529","3.33365775792788e-05",0.000128994276690577
"137","203153_at","-5.32880572232647","3.35343615563626e-05",0.000129421676631587
"1350","236430_at","4.83595842365618","3.39702326209384e-05",0.000130763336998002
"1111","228338_at","4.94058956624157","3.47300950790941e-05",0.000133341971262221
"365","205942_s_at","4.77378878461115","3.58712499254511e-05",0.00013689207873709
"905","222880_at","-5.96525056518267","3.58565351514105e-05",0.00013689207873709
"941","223969_s_at","4.77896082814942","3.59318614228933e-05",0.00013689207873709
"120","202627_s_at","-5.20092937002398","3.7205723877055e-05",0.000141381750732809
"127","202917_s_at","-4.99201511809705","3.74759710966026e-05",0.000141740851460446
"468","207544_s_at","4.75931319477532","3.74915072688898e-05",0.000141740851460446
"1017","226701_at","-5.94358712164453","3.7794950313661e-05",0.000142524469121745
"655","213764_s_at","-6.3694580852791","3.93810545062555e-05",0.000148128738015915
"40","1555756_a_at","-5.81598395430666","4.01388080514646e-05",0.000150596743119672
"1217","230730_at","-6.07030960828082","4.03831279607894e-05",0.000151127450122277
"1470","244313_at","-5.94621058157454","4.04842089733766e-05",0.000151127450122277
"457","207245_at","4.72201520035737","4.23961873826971e-05",0.000157867210304415
"1167","229530_at","-5.57507838028196","4.27004554894315e-05",0.000158601691817888
"570","210641_at","4.71230860792899","4.31315405049215e-05",0.000159802357570734
"52","1557049_at","-5.55859247176814","4.32843165960138e-05",0.000159968471808709
"704","214770_at","-6.11377551307057","4.35701086469032e-05",0.000160624131877389
"882","221900_at","-6.20111857276067","4.44050069900231e-05",0.000163295832156859
"1334","235944_at","-5.90341344461739","4.52492785149115e-05",0.000165578841380491
"1439","242098_at","4.70900028725607","4.52188058655662e-05",0.000165578841380491
"562","210377_at","4.69046568424398","4.57901485925299e-05",0.000167145320724456
"851","220421_at","4.71098561760222","4.59051671463823e-05",0.000167153458749235
"1068","227618_at","-5.93400185202894","4.65293244281228e-05",0.000169010928437446
"98","201645_at","-5.295263462819","4.7542933527727e-05",0.000172270482855969
"1354","236600_at","-6.13249783684517","4.77476367826652e-05",0.000172590238321731
"577","210815_s_at","-5.70556975963354","4.92872091154181e-05",0.000177721761335887
"556","210176_at","-5.62750144775495","5.0098965809288e-05",0.000180210357595546
"648","213496_at","-5.75275734565948","5.20982353832823e-05",0.000186948147307565
"723","215125_s_at","4.92733401267066","5.35466846584387e-05",0.000191681610299049
"677","214038_at","-5.73183752675251","5.42276948296488e-05",0.000193651671656722
"1326","235733_at","-5.22150929882116","5.60300115604955e-05",0.000199606916184265
"530","209894_at","-4.90544194525452","5.81925774788594e-05",0.000206813908450047
"1117","228438_at","-5.94603402951847","5.8603061292832e-05",0.000207774490038223
"1322","235593_at","-6.01666263557129","5.94579668100629e-05",0.000210302402893826
"160","203874_s_at","-4.77136677006273","5.97026635000844e-05",0.000210665112636012
"1025","226847_at","-5.63409650011213","6.0574166662868e-05",0.000213190505463976
"1210","230560_at","4.86122097891403","6.07060683574885e-05",0.000213190505463976
"673","213993_at","-4.87653531825642","6.1168578427372e-05",0.000214306934348381
"845","220244_at","-5.90064655398436","6.22550023138338e-05",0.000217598852427127
"177","204042_at","-5.69655857437931","6.24121332090708e-05",0.000217634779801983
"275","205139_s_at","-5.25300515562156","6.31565270002831e-05",0.000219199000033769
"1185","229800_at","-5.47235947578479","6.30090167690087e-05",0.000219199000033769
"1067","227568_at","-5.24985429454734","6.34443539573832e-05",0.000219683487301032
"659","213797_at","-5.214280270013","6.55641306754379e-05",0.000226494269606058
"285","205226_at","-5.6317097612647","6.72128513179339e-05",0.000231649873612042
"306","205422_s_at","-5.95900335831993","6.94631205465113e-05",0.00023829709409706
"1324","235631_at","-5.81894447590422","6.93103451908458e-05",0.00023829709409706
"17","1553828_at","4.91338534431187","7.24995398311968e-05",0.000247567553064133
"78","1568634_a_at","4.66381684827816","7.24437665453168e-05",0.000247567553064133
"213","204468_s_at","-5.57740553840169","7.40916978116906e-05",0.000252422749786036
"484","208396_s_at","-5.75849433483057","7.52804815831436e-05",0.000255884572720685
"1414","240856_at","4.5733502757047","7.87050579230021e-05",0.000266912805130181
"1051","227370_at","-5.01501485699542","7.96453090915524e-05",0.000269484812953609
"1286","233364_s_at","-5.85660043353107","8.04491003368686e-05",0.000271584434394622
"1104","228224_at","-5.8063839693142","8.07908245157632e-05",0.000272118186209912
"1300","235044_at","-5.53142305389606","8.15174911287735e-05",0.000273943133453157
"170","203951_at","-5.71724366799788","8.19695763375184e-05",0.000274839167719915
"187","204235_s_at","-4.52391571989583","8.40107719532081e-05",0.000280414333411384
"1046","227235_at","-5.36699372020194","8.3920125131118e-05",0.000280414333411384
"868","221261_x_at","-5.01653959075069","8.46015737089115e-05",0.000281751757835072
"274","205122_at","-4.54727921710385","8.61790315831732e-05",0.000286361714812248
"1080","227727_at","-5.61541938724844","8.71911822254661e-05",0.00028901367267078
"1266","232481_s_at","4.4852625579105","8.73671561110051e-05",0.00028901367267078
"454","207214_at","5.11782099786312","8.86720539839348e-05",0.000292677024508221
"861","220834_at","4.67214097309345","8.97572579035061e-05",0.000295600569362213
"443","206953_s_at","-5.10425180576191","9.16702390137079e-05",0.000301231251038393
"1316","235438_at","-5.50860984210101","9.45605382083056e-05",0.000310041410674135
"212","204466_s_at","-4.57955516078386","9.55321416395233e-05",0.000312307645884046
"262","204963_at","-5.079405499143","9.56731924638036e-05",0.000312307645884046
"1446","242546_at","-5.43971461861348","9.58949870307457e-05",0.000312343672043
"728","215306_at","-5.64243782865135","9.63300697248266e-05",0.000313072726605686
"318","205518_s_at","-5.0366357531807","9.74921177395064e-05",0.000316156057964876
"1356","236738_at","-5.6472358690991","0.000103393646149732",0.000334561972912452
"185","204221_x_at","-4.39553916868874","0.000108237287559489",0.000348712304702528
"396","206208_at","4.44642155009278","0.000108141300811316",0.000348712304702528
"1344","236262_at","-5.45472297144363","0.000109554262537714",0.000352189624904321
"925","223620_at","-4.64712192593399","0.000110623195482783",0.000354856224470745
"887","222043_at","-5.64519357417464","0.000110948513167615",0.000355131093983597
"244","204796_at","-5.45847676681625","0.000111943867411833",0.000357544852380036
"1422","241547_at","4.44859741340691","0.000116401189117435",0.00037098185434847
"1140","228915_at","4.45435149050593","0.000116753817307788",0.000371307204399446
"1427","241789_at","-4.7388559568908","0.000118916802717375",0.000377376234747644
"584","210942_s_at","-5.63263460575691","0.000120769314907367",0.000382436163873329
"486","208596_s_at","4.58633663764","0.000121594285487514",0.00038422757162579
"873","221523_s_at","-4.58629824383405","0.000123453890472455",0.000389273756766337
"1074","227676_at","5.05840097128656","0.000123835563532985",0.000389648206275762
"1239","231721_at","-5.48382334025455","0.000125179209331974",0.000393041500487257
"472","207814_at","4.34388196023306","0.000126446167610097",0.000396180169974976
"1133","228750_at","-5.31909283161099","0.000129953960512867",0.000406311749957951
"72","1562921_at","4.36306300395893","0.000131529161892596",0.0004103709851049
"1391","238852_at","-4.88395914480955","0.000131951308652211",0.000410823192064237
"1252","232090_at","-5.38056560796742","0.000138906237628729",0.000431570323198693
"193","204284_at","-5.33490787180875","0.000140343243941707",0.000435122777241861
"960","224997_x_at","-4.32971590455915","0.000141264940074417",0.000437066056764689
"546","210119_at","-5.23648428093463","0.000142635432315676",0.00044038689727465
"328","205578_at","-4.46028480790383","0.000144332539874293",0.000444700257991065
"1065","227565_at","-4.80635101513238","0.000146869421852301",0.000451577765944212
"335","205681_at","-4.74754504178839","0.000148616557424312",0.000456003598556585
"155","203766_s_at","-5.43036025043276","0.000149103446864094",0.000456552289778073
"551","210146_x_at","-5.20438779756757","0.000149582106769958",0.000457073571614593
"1303","235086_at","-5.14920598045625","0.000151244555710104",0.000461202534078959
"693","214452_at","-5.35046735065088","0.000152195506949793",0.000463149366118261
"1226","231001_at","-5.36999653460779","0.00015471862574222",0.000469862711782726
"1156","229271_x_at","-5.51277838740206","0.00015793045990755",0.000478635872357851
"1128","228698_at","-5.05535363804127","0.000160033371622661",0.00048401929947915
"228","204671_s_at","-4.91976162597471","0.00016606032613944",0.000499591845710136
"273","205114_s_at","-4.78317379580272","0.000166530615236712",0.000499591845710136
"536","209948_at","-5.34612692669512","0.000165553996049626",0.000499591845710136
"1132","228739_at","-5.26432560330763","0.000166418420714907",0.000499591845710136
"1103","228202_at","-5.3658744420347","0.000177245743345373",0.000529593128302102
"1327","235740_at","-4.85901847917482","0.000177109545913312",0.000529593128302102
"1007","226545_at","-4.6068252496591","0.000178547858673329",0.000532410314997734
"169","203924_at","4.22114645866857","0.000180014944666499",0.000535088004851193
"392","206199_at","4.40733595494575","0.000180629583633436",0.000535088004851193
"462","207392_x_at","4.34178502007029","0.000180890074514472",0.000535088004851193
"580","210875_s_at","-5.23479046133656","0.000180582382048518",0.000535088004851193
"270","205083_at","-5.21621903794745","0.000181670852858021",0.000536327099473281
"1112","228365_at","-4.26091137903678","0.000182216150608674",0.000536867465610447
"957","224940_s_at","-4.86228839054458","0.000182597921337283",0.000536924840122725
"1263","232431_at","-4.84363451016544","0.000184466204584512",0.000540806082283098
"1456","242943_at","-4.82042201331048","0.000184647690712043",0.000540806082283098
"767","217599_s_at","-4.46072503770712","0.00018548636193871",0.000542190904128537
"79","1568765_at","-4.74484630024616","0.000190171835617099",0.000554792638552246
"397","206209_s_at","4.38752679655582","0.000195003747556854",0.000567771225695988
"817","219890_at","-5.27231133410186","0.00019746515744406",0.000573810516337445
"603","212122_at","-4.46620594124756","0.00020262811929314",0.000587661199202414
"949","224358_s_at","-5.06911299995537","0.000203245677647826",0.000588300965379059
"850","220376_at","4.61050892217417","0.000205929001508458",0.000594906004357768
"207","204439_at","-4.63048805111398","0.00020637806395593",0.000595043367281495
"401","206262_at","4.23229928001644","0.000207597684450063",0.000597397608456298
"1015","226682_at","-4.36160862038548","0.000210529764499378",0.000604661067806353
"566","210423_s_at","-5.11756815358915","0.000213622777128077",0.000612357747976422
"1336","235976_at","4.22187621676113","0.000217831253903509",0.000623216058465252
"959","224942_at","-4.82632795761136","0.000219802670083026",0.000627644618618583
"1287","233371_at","4.16425849569347","0.000220975346628563",0.000629779737891405
"351","205825_at","4.16295711479793","0.000223609675313329",0.000633664439171362
"700","214701_s_at","-5.106858428964","0.00022328817163324",0.000633664439171362
"984","225987_at","-4.74969890966629","0.000223621121246034",0.000633664439171362
"1328","235759_at","-5.2570470702342","0.000224866315110252",0.000635976868308003
"824","219947_at","-4.75852008365272","0.000225902341927921",0.000637690039499388
"102","201849_at","-4.14013472330426","0.000227779510319183",0.000641766605119827
"208","204456_s_at","-5.21161651825073","0.000229984012023591",0.000646748208385127
"1445","242471_at","-4.5223366345702","0.000234286300748576",0.000657599048692026
"1049","227289_at","-4.94902146842578","0.000237003055309359",0.000663966971585009
"1394","238906_s_at","-4.83656564265471","0.000241915865542759",0.000676451533461073
"1449","242625_at","-4.69871667137454","0.000244051970237532",0.000681139397160117
"1166","229479_at","-5.10692997732902","0.000249334695727877",0.000694575223813372
"990","226142_at","-4.09441283235793","0.000257185962077783",0.000715102431143104
"1443","242397_at","-5.15401443613801","0.000258559165921017",0.000717574314410013
"1256","232176_at","4.13722690595095","0.000260540999316175",0.000721722917731909
"1390","238846_at","4.3711360709654","0.000266126509735656",0.000735819939231795
"508","209555_s_at","-4.86215322668584","0.00027099597716431",0.000746498212188675
"1314","235385_at","-4.93784800486052","0.000270822168189773",0.000746498212188675
"1270","232568_at","-5.15727472850071","0.000271953944058237",0.000747747207967175
"338","205713_s_at","-5.04904422070862","0.000279801785411187",0.000767900455517369
"857","220723_s_at","4.08496190112155","0.000284574314938546",0.000779554777705961
"983","225978_at","-4.81609093956596","0.000287135693664405",0.000785120107030716
"350","205815_at","4.11506922355368","0.000292235981503532",0.000797594336258259
"1159","229327_s_at","-4.81442173409945","0.00029335608303645",0.000799179623272093
"287","205237_at","-4.94687794571007","0.000295754603546761",0.000804235454048256
"325","205554_s_at","4.08847976404578","0.000297549099011678",0.000807633268745983
"1451","242680_at","-4.91021388598305","0.000300428601344614",0.000813958294685042
"1122","228501_at","-4.94874667107356","0.000301613472295501",0.000815677310113016
"542","210004_at","-5.05655914602334","0.000309398079392635",0.000835205744371375
"929","223672_at","-5.01018438565216","0.00031086184611211",0.000837631374432995
"1430","241864_x_at","-4.65647879069989","0.000314750041078067",0.000846569076003077
"1333","235892_at","4.17596571488408","0.00031740753665988",0.000852170234293374
"670","213933_at","-4.79737427022922","0.000320379489847857",0.000858593858868941
"458","207249_s_at","4.20069909076818","0.000325188272781449",0.000869907978812468
"1075","227688_at","-4.94861633217054","0.000333760499976462",0.000891230740477688
"81","1569433_at","4.00694297441125","0.000337508172271768",0.000894789107883292
"588","211379_x_at","-4.18788650469481","0.000337432151694298",0.000894789107883292
"874","221667_s_at","-4.97817545284525","0.000336244224711685",0.000894789107883292
"1045","227233_at","-4.84420575452738","0.000336307160997427",0.000894789107883292
"1388","238750_at","4.31806929478724","0.000339154362474406",0.00089754779497691
"182","204154_at","-4.96855978232543","0.000345778082960512",0.000910200921753959
"710","214927_at","-4.84769039457542","0.000345672467573977",0.000910200921753959
"912","223374_s_at","-4.15963692940704","0.00034559905325829",0.000910200921753959
"253","204914_s_at","-4.88233848632034","0.00035042644473565",0.000920801402656442
"1175","229635_at","-4.9509899864409","0.000356310875909792",0.000934606580704977
"372","206000_at","4.49119797892118","0.000359868181248065",0.000940607838817694
"1323","235629_at","-4.90214913451706","0.000359826989503111",0.000940607838817694
"218","204563_at","-4.27011713915456","0.000361883808572134",0.000944210923070251
"1228","231098_at","-4.87927241638625","0.000364796750092479",0.000950138459819075
"947","224352_s_at","-4.5029415410754","0.000369083055123788",0.000959063330371524
"1102","228186_s_at","-4.53091849839355","0.000369517652929919",0.000959063330371524
"145","203485_at","-4.62629605058182","0.000373609945131528",0.000967989403295323
"1362","236901_at","-4.71758733849139","0.000377263900996786",0.000975750613049279
"1353","236561_at","-4.59297128644106","0.000411217127453558",0.0010617139074672
"694","214453_s_at","-4.19614038070348","0.000421733199844954",0.00108697148203517
"669","213909_at","-4.77500876439307","0.000423865972778759",0.00109057182579535
"661","213817_at","-4.49231751233088","0.00043267568523089",0.00111130912567102
"26","1554436_a_at","4.47829374324075","0.000434561752386191",0.00111422234781373
"840","220122_at","-4.28529150709142","0.000435681970864042",0.0011151652518489
"320","205528_s_at","-4.76626777820754","0.000437604733222754",0.00111815554247607
"1227","231067_s_at","-4.26898217056985","0.000442275046669642",0.00112814392283031
"515","209676_at","-4.10951300295728","0.00044382974300649",0.00113016439714024
"322","205534_at","-4.4492887235246","0.000450554334007245",0.001145319936533
"779","218824_at","-4.78604159431381","0.000452745372537229",0.00114764083761682
"1056","227458_at","-4.35000958993284","0.000453016120111901",0.00114764083761682
"1285","233109_at","-4.67933041386672","0.000470017486798969",0.00118867903658033
"415","206488_s_at","-4.32296178609498","0.00047700714672958",0.00120430083722868
"379","206070_s_at","-4.78851686036834","0.000478457239288296",0.0012059075316756
"523","209795_at","-4.36392372767741","0.000485779944245654",0.00122228502100519
"1459","243041_s_at","-4.29688926140387","0.000487734830018849",0.00122512375947108
"1431","241872_at","-4.51342887612496","0.000504233122393576",0.00126442214447932
"1215","230708_at","-4.77610112944669","0.000509769624602589",0.00127614625618418
"9","1552834_at","3.99161880747352","0.00051159115021347",0.00127854651705963
"400","206227_at","-4.61365241911793","0.000525536673057703",0.00131118745702275
"22","1554195_a_at","-4.69176233228949","0.000532478365564407",0.00132627384498563
"57","1557961_s_at","-4.70706467713207","0.000536668353411518",0.00133446728146958
"801","219574_at","-4.52981524107945","0.000538295622677356",0.00133627154574178
"423","206619_at","3.89908586269978","0.000545908531585991",0.00135290375219137
"1367","237515_at","3.82596134920046","0.000563548300784724",0.00139428811646571
"555","210170_at","-4.62929974426405","0.000568493551941498",0.0014041790732955
"948","224355_s_at","3.8767027221114","0.000576133388706129",0.00142068166732526
"1290","233496_s_at","-4.39681889906324","0.00058910523830405",0.00144879554977104
"1310","235210_s_at","3.80691704773403","0.000589489687255019",0.00144879554977104
"385","206143_at","3.84839288423027","0.000590990676858244",0.00145007977335086
"846","220253_s_at","-4.20444160414938","0.000592899434239978",0.00145235861412173
"467","207529_at","3.81278233793615","0.0005948007192451",0.00145461165993604
"393","206201_s_at","-4.2473424437479","0.000596515843291561",0.00145640276731152
"83","1569582_at","3.78996286025988","0.000608214901199738",0.00148252382167436
"243","204793_at","-4.42791780441456","0.000614442425516998",0.00149524412909063
"1213","230615_at","3.81810625508669","0.0006242744436452",0.00151667987783965
"1027","226885_at","-3.79361740229731","0.000633083892368531",0.00153556518574495
"471","207753_at","-3.83482569687649","0.000636696008579781",0.00154180307960006
"383","206115_at","-4.05143602055824","0.000641136632502375",0.00155002363681651
"815","219836_at","-4.39908362515467","0.00064265114453695",0.00155115471694423
"386","206149_at","3.81416682107457","0.000648961168607552",0.00156383813313234
"1208","230493_at","-4.28044417106431","0.000691843152616667",0.0016644668054836
"1343","236225_at","3.87540861795175","0.000694219398895055",0.00166747674094404
"1309","235209_at","3.74402173007835","0.000698408065498992",0.00167482322503156
"1171","229578_at","-4.47539599172774","0.000711657124097523",0.0017038382195679
"1450","242626_at","3.84178043394912","0.000734296675275955",0.00175520592380478
"343","205782_at","-4.53524320196476","0.000738581998908014",0.00176260631623458
"727","215294_s_at","-3.95505692742015","0.000788943236481783",0.00187976507470418
"510","209598_at","-3.69900874329155","0.000804958458143452",0.00191426161894818
"1269","232544_at","-4.40115909385055","0.000806004892188709",0.00191426161894818
"798","219454_at","-3.96850305535264","0.000831731898591544",0.00197220267794027
"1220","230748_at","-4.15031810328557","0.000844562638573576",0.00199623896390118
"1247","231940_at","-3.67251007691001","0.000843502345121783",0.00199623896390118
"1299","234994_at","-3.66648384067829","0.00085845461797786",0.00202584354115157
"1234","231240_at","-3.98288285576172","0.000886681058195334",0.00208912770786246
"665","213894_at","-4.31007961304338","0.00088912029157397",0.00209154963827401
"1260","232297_at","-4.05562750657087","0.000902897064955759",0.00212059183877089
"915","223447_at","4.17943465992388","0.000939907231876692",0.00220402297095136
"1089","227874_at","-4.24117762451053","0.000957513298340607",0.00224176099232351
"848","220301_at","-4.14866510244401","0.000961316941583137",0.00224711625777005
"858","220724_at","3.62111737307865","0.000980013383871896",0.00228721233842228
"725","215199_at","-4.35127047372703","0.000997747582007608",0.00232494012033848
"1098","228107_at","-4.34378604328281","0.00101221199766091",0.00235494219863967
"474","207978_s_at","-4.20256997526213","0.00104200750877157",0.00242046258307126
"176","204035_at","-3.70229346448006","0.00107432886395463",0.00249163595677741
"1426","241780_at","-4.01806676073147","0.00108638177997809",0.00251565280926176
"937","223800_s_at","-4.00653617184296","0.00110009449922727",0.00254343221194199
"718","215077_at","-4.27898473027532","0.00110406257015018",0.00254863041894481
"1106","228241_at","4.24169039598661","0.00110609964894272",0.00254936186583688
"46","1555938_x_at","-4.2803035132966","0.00111498663576062",0.00256585433881559
"4","1552502_s_at","3.69303257996296","0.00114033178311162",0.0026201111667774
"216","204533_at","-3.78306626798102","0.00114620655818968",0.0026295326923175
"1420","241457_at","-4.21947024392511","0.00116282522687343",0.00266353475460034
"1134","228766_at","-3.97869340675025","0.0011686027315324",0.00266851964272884
"1155","229254_at","3.68042905610469","0.00116719753434841",0.00266851964272884
"51","1556935_at","-4.16359471019397","0.00120625514190808",0.00274603705116402
"60","1558828_s_at","-4.23619793629422","0.00120576941621252",0.00274603705116402
"1281","232882_at","-3.74276735804626","0.00122574135717198",0.00278611762473754
"229","204672_s_at","-3.88182674616708","0.00124585779098157",0.0028275057369597
"29","1554547_at","-4.13480650946202","0.00125723291118568",0.0028489589822281
"323","205535_s_at","-4.18232317977223","0.00126359683672859",0.00285465017078014
"1200","230175_s_at","-3.52947599958058","0.00126281180494367",0.00285465017078014
"980","225895_at","-4.02584348967475","0.00128995543906474",0.00290976249725106
"1146","229070_at","3.72717730858505","0.00132017265339268",0.00297339798226132
"1428","241801_at","3.64665313475327","0.00132426162872502",0.00297808153834671
"539","209959_at","-4.07656003161716","0.00133634306779818",0.0030006976158741
"666","213895_at","-3.53050432064368","0.00138385878118603",0.00310269094359712
"1398","239258_at","-3.98995070848105","0.0013900433146243",0.00311184923304111
"1237","231439_at","3.65708987651923","0.00143523889172731",0.00320818105209634
"300","205357_s_at","-4.13478575858973","0.00144571988731555",0.00322674227861694
"923","223599_at","-3.74596590105767","0.00145194060365558",0.00323575334528958
"1130","228731_at","-3.87743458454004","0.00147657510948161",0.00328571218055818
"54","1557080_s_at","-4.15177433576424","0.00150902135828084",0.00335287804043809
"709","214920_at","-4.00899129046157","0.0015296541938477",0.00339363400491361
"436","206797_at","3.66686398375663","0.00154802854901224",0.00342926503682532
"994","226164_x_at","-3.98883583341262","0.00157545450254525",0.00348481130264487
"1403","239580_at","-4.01755972797656","0.00161254781364131",0.00356154375531508
"1059","227498_at","3.43539324108151","0.00161648384804394",0.0035649242005969
"108","202274_at","-3.8998674606446","0.00164226916218417",0.00361640846709798
"128","202920_at","-3.99650637313564","0.0016800120147967",0.00369403235300995
"317","205514_at","-3.72571752177178","0.00172845445259333",0.00379491777591602
"1081","227735_s_at","3.52402807759139","0.00173632179336945",0.00379532285807305
"1144","229011_at","-3.41455235622633","0.00173524968779559",0.00379532285807305
"1368","237521_x_at","3.76686627072961","0.00173341922647726",0.00379532285807305
"1432","241891_at","-3.74051076735689","0.00174077822033981",0.00379945997429101
"1282","232935_at","-3.60811860566423","0.00178326498329028",0.00388646868417087
"1387","238632_at","3.47184856806616","0.00180630343831254",0.00393089823139381
"559","210299_s_at","-3.89155359332133","0.0018400368326649",0.00399843780939792
"701","214702_at","-4.02530036131097","0.00185934366299711",0.00403447629364819
"864","221031_s_at","-3.40665527574456","0.00189718637214241",0.00411017520543875
"1264","232453_at","-3.95955753282399","0.00189977733854625",0.00411017520543875
"470","207610_s_at","-3.74247423139924","0.00193890852816288",0.00418872075617695
"924","223614_at","-3.94685270504015","0.00196187367395429",0.00423216417001493
"1464","243993_at","-3.58508679896899","0.00196902128376062",0.00424140921879831
"433","206784_at","3.36519401090313","0.00197556286667123",0.00424932390189661
"672","213954_at","3.36377730361998","0.0020318221497502",0.00436400061728956
"1278","232737_s_at","3.34594615311721","0.00206543983112608",0.00442978557124291
"897","222717_at","-3.8874549179488","0.00210923030470093",0.00451064835723922
"1082","227736_at","3.5082196348514","0.00210778573640577",0.00451064835723922
"252","204913_s_at","-3.90100206499036","0.00221349602968183",0.00472680276079031
"1416","241031_at","3.49498530927488","0.00223402821700874",0.00476378391022583
"1127","228653_at","3.43536670030977","0.00228169637434133",0.00485843969364059
"414","206471_s_at","-3.82713555146228","0.00229671108620695",0.00488339430381449
"36","1555175_a_at","3.30170428383492","0.00236696752461862",0.00502556715112435
"1072","227662_at","-3.82126041389137","0.00239004869470173",0.00506731354155646
"816","219872_at","-3.43406648239077","0.00247584934690516",0.00523921135963398
"839","220110_s_at","3.28856804954091","0.00247819646633159",0.00523921135963398
"247","204844_at","-3.47999762922582","0.00248550060229242",0.00524716793817289
"1201","230238_at","3.60323774326974","0.00249180587823255",0.00525299617573348
"1408","240038_at","-3.63638929682151","0.00262695851455557",0.00553004619115249
"1351","236495_at","-3.62050719426304","0.00267241050787831",0.00561774804634845
"1347","236313_at","-3.24439364904034","0.00271057694127443",0.00568990797021063
"650","213558_at","3.24766297281975","0.00272102508324791",0.00570376120703452
"419","206561_s_at","3.42271514440288","0.00272765261853614",0.00570957793880023
"583","210933_s_at","-3.23933410872231","0.0027361217658252",0.00571593732980061
"1307","235183_at","-3.80998340686238","0.00273840452372364",0.00571593732980061
"283","205207_at","-3.62875935073593","0.00282352569773119",0.00588532360624138
"167","203908_at","3.37102282976043","0.00284893287262904",0.00591462387503624
"647","213479_at","-3.24197445753451","0.00284758645290092",0.00591462387503624
"896","222668_at","-3.22748961680586","0.00284955563210248",0.00591462387503624
"956","224646_x_at","-3.24529025612728","0.00289706364236118",0.00600482282234863
"70","1560359_at","-3.70029651870544","0.00291167725937217",0.00601827851937177
"914","223435_s_at","-3.23701943956023","0.00290978233635112",0.00601827851937177
"825","219948_x_at","3.23104869789232","0.00298526491754211",0.00616178636183483
"398","206211_at","-3.64504183438143","0.00300141763636158",0.00618651034365488
"1401","239519_at","-3.57686395017352","0.00300801346003164",0.00619149437189846
"246","204818_at","3.25825266767829","0.00303003556269254",0.00622817295965374
"976","225720_at","-3.66223195307123","0.00305483154825146",0.00627044370430563
"1193","230000_at","-3.46938471891196","0.00307523852057318",0.00630360095088444
"303","205399_at","-3.49768917336637","0.00310204522895208",0.00634976661506489
"161","203876_s_at","-3.61612548474322","0.0031442509209462",0.00642728257219623
"3","1552367_a_at","3.23126198718974","0.00315830001301111",0.00644710829102268
"913","223395_at","-3.29996427686357","0.00321282545261723",0.00654939108772866
"497","209301_at","3.1884601946048","0.00325147268715116",0.00661906939884343
"762","217388_s_at","-3.29932209807912","0.0032980257538439",0.00669543987157377
"1145","229024_at","-3.66878331443811","0.00330705936976518",0.00669543987157377
"1438","242093_at","3.30236330384736","0.00329900461948123",0.00669543987157377
"1442","242344_at","3.19122538164141","0.00330645065373736",0.00669543987157377
"184","204213_at","3.34527430503745","0.00338200613217362",0.00682851919329878
