"","IDs","tstat","pval","adjp"
"10517","243945_at","1.70883847697171","0.10027225046573",0.173360224635396
"9320","235104_at","1.70187847960397","0.100323509320481",0.173420960162992
"10506","243857_at","-1.72886527332509","0.100339973582408",0.17342153929562
"6455","223180_s_at","1.69843250671142","0.100388379898757",0.173449439285141
"9710","236994_at","1.71144226708195","0.10037817207413",0.173449439285141
"2707","206472_s_at","-1.7525896597662","0.100421983167297",0.173479621307002
"1549","203553_s_at","-1.70265089052948","0.100473506609069",0.173540745873206
"8223","228722_at","-1.7056994387119","0.100496896842835",0.173553266118561
"4257","213046_at","-1.74236433632366","0.100539998690487",0.173599817877006
"7246","226137_at","-1.70054290660895","0.100567287951977",0.173619055886265
"9801","238353_at","1.68889551437939","0.100730307777932",0.173872574928291
"5314","218543_s_at","-1.7205625383331","0.100783599230261",0.173936638671552
"2875","207291_at","1.73206444079532","0.100875051162504",0.174066530267893
"301","1555996_s_at","-1.7332449037215","0.100953731629554",0.174174345712607
"5437","218887_at","1.7085960051775","0.101025174758133",0.174241687359552
"9878","238722_x_at","1.72160654387334","0.10102069835795",0.174241687359552
"5877","220257_x_at","1.68975788478086","0.101173784787187",0.174470013477439
"10544","244165_at","-1.71553819928407","0.101268506180211",0.174605352541634
"9734","237310_at","-1.71149935714976","0.101314591044003",0.174656803415924
"3393","209692_at","-1.72650011002351","0.101357351645933",0.174702507998889
"9814","238451_at","1.72691403074598","0.101425446867621",0.174791858426136
"4541","213906_at","-1.74377271010015","0.10154628633904",0.174972062614961
"5691","219628_at","-1.69671276787024","0.101608760285491",0.175049332454345
"8680","230332_at","-1.68499842460885","0.101623691702011",0.175049332454345
"5648","219508_at","1.70758551900096","0.10166284883763",0.175077477085486
"9061","232466_at","-1.71287652501008","0.101672597369957",0.175077477085486
"808","201250_s_at","-1.72279900390801","0.101756783709404",0.17516633660639
"5280","218400_at","-1.71717563044725","0.101751704140777",0.17516633660639
"5988","221024_s_at","-1.69215635912465","0.101877762198948",0.175346518194828
"3874","211721_s_at","1.73331190207859","0.101980468884594",0.175493504421427
"9974","239272_at","1.70138296495799","0.101995806280645",0.175493504421427
"3919","211929_at","-1.69766349329038","0.102031718746849",0.175499126534334
"8449","229514_at","-1.70454028891286","0.102025464998054",0.175499126534334
"8685","230357_at","1.7372846901603","0.10218437980421",0.175733597513574
"3750","211139_s_at","-1.71953864773536","0.102227107760053",0.175778964118997
"9268","234932_s_at","1.71404615197965","0.102264506220721",0.175815153643299
"1454","203290_at","-1.70408004033804","0.102282692714793",0.175818307285284
"4013","212268_at","1.72007460029174","0.10233354251794",0.175877597370986
"7130","225830_at","1.73865884827601","0.102432596152626",0.176019701747329
"5498","219064_at","-1.73588171113027","0.102524948094639",0.176150246390789
"4965","216006_at","-1.70655146446737","0.10270329740584",0.176428479582616
"6144","221854_at","1.68115783976827","0.102781210708992",0.176534117818384
"544","1562208_a_at","-1.71717018399713","0.102824321005006",0.176541329342637
"8854","231199_at","-1.72303530910358","0.102834667566307",0.176541329342637
"9398","235344_at","1.68278012061131","0.102807216620169",0.176541329342637
"7192","226010_at","1.6804002937901","0.10295483778361",0.176719415046196
"9811","238444_at","-1.71758757928938","0.103018585165693",0.176800610965927
"2073","204779_s_at","1.72957897306081","0.10309257381717",0.176899354242294
"10364","242712_x_at","-1.74635232408018","0.103349668968408",0.177312213299557
"7777","227491_at","1.70624609425705","0.103367394491088",0.177314330818152
"5984","221009_s_at","-1.72067161008018","0.103505234425884",0.177522456619414
"8554","229858_at","-1.69532985298201","0.103639356341293",0.177724140252246
"267","1555785_a_at","-1.71618761123113","0.103745631803939",0.177878015173968
"4809","215012_at","-1.70064308897195","0.103832491425683",0.177998556729742
"2537","205902_at","-1.75954856274791","0.104049091902852",0.178341437293076
"6573","223569_at","1.69120515555116","0.10409987808003",0.178400046081684
"3959","212098_at","1.72163617461272","0.104121089573636",0.178407960971432
"5837","220051_at","1.68111075098415","0.104155979629295",0.178439307357263
"2010","204641_at","1.69678904004095","0.104338520033317",0.17869559647516
"3433","209774_x_at","-1.68161114070327","0.104338816468662",0.17869559647516
"1000","201850_at","-1.69585666587258","0.104401789286824",0.178746502931836
"9993","239358_at","-1.7301713628194","0.10439391467251",0.178746502931836
"5058","216973_s_at","1.71358022051269","0.104454655130075",0.178808541945322
"3547","210132_at","1.68761991516434","0.104601769443965",0.179031872820998
"1151","202376_at","-1.71913544550785","0.104888821267279",0.179466041735484
"5394","218786_at","1.70413126340844","0.104886796553475",0.179466041735484
"3082","208733_at","1.67101402064966","0.104983195698775",0.179598937176329
"1422","203177_x_at","1.68553201924399","0.1050219017157",0.179607998607795
"8873","231403_at","-1.69422319770524","0.105005617527748",0.179607998607795
"6384","222847_s_at","1.70383474881013","0.105054676722318",0.179635477754193
"5373","218729_at","-1.67363681228552","0.105318411162727",0.180057808367251
"556","1563468_at","-1.69844049583196","0.105419046346367",0.180201206091596
"5954","220812_s_at","1.6897883857989","0.10564398832231",0.180557011991969
"5664","219544_at","1.68418020134988","0.105754573035541",0.180688569724795
"6540","223449_at","1.6707911852123","0.1057496856441",0.180688569724795
"1087","202146_at","-1.69413378671996","0.105828871697541",0.180786785588173
"7064","225660_at","1.66850370726104","0.105911361095599",0.180898960206494
"53","1552797_s_at","1.69517731257533","0.105945989377576",0.180929364324602
"9024","232277_at","1.69599094946617","0.10596711668097",0.180936706138445
"4652","214285_at","-1.66784180456502","0.105986506160477",0.180941078792863
"8930","231864_at","1.68790907869216","0.106041468319984",0.181006170404265
"3791","211423_s_at","1.66996956918597","0.106146766064049",0.181157147415977
"3006","208170_s_at","1.6664888471718","0.106202270168254",0.181210785641927
"6355","222772_at","1.66139335517089","0.106211902075467",0.181210785641927
"8467","229555_at","1.68630183046404","0.106334255849254",0.181390753433473
"1527","203493_s_at","1.68383558961824","0.106381167345799",0.181435217105137
"9618","236312_at","1.70552635940359","0.106394070298353",0.181435217105137
"10141","240868_at","-1.70745828133175","0.106492091037434",0.181573574823103
"9134","233124_s_at","1.67095445621381","0.106570849920534",0.181679051584839
"4970","216048_s_at","1.68156172005444","0.106708850234567",0.181885472054861
"6888","225116_at","1.67512071542445","0.10680462322369",0.182019861927582
"2837","207078_at","-1.70159073741025","0.106842603773813",0.182031332034142
"7187","225997_at","-1.68868143241994","0.106845213585144",0.182031332034142
"5140","217617_at","-1.68142217917863","0.106967025919385",0.182209990919713
"1286","202784_s_at","1.66038637633484","0.10703978864293",0.182276181103703
"7386","226520_at","1.6961140967443","0.107037091207202",0.182276181103703
"3165","209099_x_at","-1.65673841375897","0.107065905985101",0.182291784822139
"1602","203697_at","1.65708309212116","0.10727294043295",0.182615366614167
"9265","234850_at","1.67823463927217","0.107332519258081",0.182687865610715
"9363","235227_at","1.67477144466657","0.107429342832165",0.182796715292359
"10066","239934_x_at","1.66005898638072","0.107430472835976",0.182796715292359
"4241","213012_at","-1.65551595178302","0.107546327973924",0.182964892148043
"2390","205513_at","1.69739934234157","0.107641705389098",0.183098183253217
"2575","205997_at","-1.6750651151801","0.107863058250779",0.183445682112049
"8156","228542_at","1.69940226693498","0.108027533657912",0.183696353295883
"5564","219258_at","1.68484883675412","0.10806485020994",0.183730751021074
"972","201746_at","1.65624333467878","0.108112714916611",0.183783068898561
"6858","225007_at","1.67847288440702","0.108181436059888",0.183870818924426
"4249","213029_at","-1.67195372382464","0.108208938619822",0.183888495027711
"7066","225663_at","1.69174137879726","0.108300646514411",0.184015257794397
"2325","205352_at","-1.65020598664886","0.108408851040346",0.18417000574906
"2077","204784_s_at","-1.6541672844962","0.108455184699746",0.184219612305161
"861","201436_at","1.66918731235115","0.108592346192186",0.184423456998639
"9536","235849_at","1.68629076987281","0.108699680509599",0.184576589519774
"4909","215591_at","1.68628194422925","0.108800004134284",0.184717771111925
"2254","205176_s_at","1.6549832411578","0.108926606082799",0.184903515725017
"7641","227157_at","1.67152636010563","0.108954180716497",0.184921128818276
"9756","237753_at","-1.70187589529181","0.109078803588437",0.185103424271287
"4869","215299_x_at","1.66067227176799","0.109190869467058",0.185264356716081
"1548","203552_at","-1.67109022706474","0.109227829056018",0.185297825498628
"7007","225496_s_at","1.65415437796478","0.109266274469442",0.185333803927345
"4423","213537_at","-1.69947976076465","0.109407536113342",0.185544136954362
"8551","229849_at","-1.72096326292623","0.109535697433235",0.185732190317323
"2650","206247_at","-1.6601105909471","0.109816576579154",0.186149744817762
"4768","214804_at","1.64343096433948","0.109812340373301",0.186149744817762
"5016","216521_s_at","1.6779255116909","0.109901152981923",0.186263744776424
"4286","213118_at","-1.6607529880148","0.11013026600768",0.186622635163842
"2699","206442_at","1.64163864575206","0.110454691265167",0.187142899540352
"1119","202267_at","-1.69165022234426","0.110576372342349",0.187319545521496
"196","1554807_a_at","-1.63994087803975","0.110610764792725",0.187348289705636
"6108","221704_s_at","1.71538368152726","0.110643008284639",0.187373385584571
"8339","229126_at","1.66304698406747","0.110673081490373",0.187394798769211
"3175","209125_at","-1.70487677354592","0.110893072262542",0.187737728384011
"9403","235363_at","1.65817192844277","0.111021754710968",0.187925992860883
"2515","205831_at","-1.67511027512802","0.111050795847607",0.187945562246729
"6118","221751_at","1.67514281052308","0.111078435943226",0.18796275468391
"2340","205393_s_at","1.6505269367068","0.111146606420556",0.188048514906974
"337","1556425_a_at","-1.67813300217063","0.111164866466594",0.188049818163754
"2180","205014_at","1.67882612600971","0.111255874971732",0.18817416512444
"1370","203001_s_at","-1.7140487695388","0.111279282492855",0.188184153092667
"688","200730_s_at","1.66811114673226","0.111341672973909",0.188260051551418
"5915","220494_s_at","-1.64663887544321","0.111373362502474",0.188284024155126
"495","1559496_at","-1.64755264266098","0.111442492459358",0.188371274787458
"7263","226192_at","-1.63559307342183","0.111562033392285",0.188543694283849
"1887","204364_s_at","-1.70675155008144","0.111752084553384",0.188835205581956
"8659","230256_at","-1.67607743992324","0.111778726443458",0.188850544739167
"10088","240145_at","-1.64799594022974","0.111828644186889",0.188905197532982
"9172","233518_at","-1.63418962771666","0.111887445727135",0.188974837646584
"21","1552398_a_at","-1.66663381598515","0.111920467532177",0.189000921455311
"3549","210135_s_at","-1.67528291801662","0.112419804276185",0.189814342898483
"8782","230766_at","1.6449203128976","0.112505765008243",0.189929656989893
"377","1557257_at","-1.70030210472525","0.112892065660656",0.190551882257986
"1307","202855_s_at","-1.66162396992153","0.113108028510273",0.19088644208797
"1779","204121_at","1.62785302984227","0.113239709850411",0.191078681781484
"5354","218689_at","1.64201437834857","0.113282117685206",0.191120246250013
"10047","239791_at","1.64507869656965","0.113478422268894",0.191421398844548
"5791","219918_s_at","1.63831070942255","0.113730044920387",0.191815755762196
"10591","244563_at","-1.63229395919861","0.114015904002475",0.192267722684224
"9727","237206_at","-1.70446717012536","0.114127014247172",0.192424910959008
"3515","210029_at","-1.66912375758147","0.114159633078442",0.192449729516997
"3107","208860_s_at","-1.62774100424008","0.114202132650844",0.192468798859996
"5461","218960_at","1.65833977491634","0.114221388836267",0.192468798859996
"7915","227871_at","-1.62728610828269","0.114224647091298",0.192468798859996
"2889","207394_at","-1.63117903055935","0.114322817019635",0.192604031431388
"101","1553768_a_at","-1.67715169297853","0.114378005253733",0.192666820067075
"6667","224173_s_at","1.65343721636799","0.114634655360621",0.193068893238941
"5313","218542_at","1.64877992759114","0.114687247243217",0.193127217284114
"9199","233827_s_at","1.63734938539241","0.114760113507435",0.193219658695888
"2934","207705_s_at","-1.62522812762692","0.114896922357754",0.193380984863757
"3789","211417_x_at","1.6458846163353","0.114883819390214",0.193380984863757
"10525","243999_at","-1.63699052433054","0.114909887676204",0.193380984863757
"8742","230621_at","-1.62785067063509","0.114956130547047",0.19342853139935
"10253","242111_at","-1.66301438276791","0.114993808999768",0.193461654571351
"378","1557270_at","1.62622132814182","0.115102361816288",0.193553424186539
"5190","217983_s_at","1.67496480878955","0.115079411097685",0.193553424186539
"5389","218772_x_at","1.63576414056223","0.11509445285959",0.193553424186539
"5602","219377_at","1.64011345553589","0.11516858834548",0.193634505377733
"3584","210282_at","-1.6265147890764","0.115286889879272",0.193803101935887
"368","1557100_s_at","1.62163642838022","0.115309590548664",0.193810961009729
"7222","226076_s_at","1.63697358306305","0.115376226977407",0.193862352314593
"9044","232369_at","-1.6257465175895","0.115371730195632",0.193862352314593
"7658","227197_at","-1.64941767698713","0.115412171934123",0.193892448849327
"1511","203435_s_at","-1.65880144640994","0.115438337752424",0.193906109594448
"8848","231148_at","-1.6680778305834","0.115602061333643",0.194150790918358
"2113","204867_at","1.64440011972499","0.115709164332072",0.19430031780391
"6263","222473_s_at","-1.62215210314407","0.116183940085267",0.195067102404246
"273","1555827_at","-1.67185106602794","0.116253760487594",0.195153853670977
"7240","226125_at","1.63491850024543","0.116393842500673",0.195328015384304
"8009","228149_at","-1.61488784334364","0.116382523698818",0.195328015384304
"2270","205213_at","-1.65469396390764","0.116582673944577",0.195614374259066
"4923","215703_at","1.62793388928823","0.116635249416178",0.195672055191566
"8021","228174_at","1.63620200632202","0.116653889392832",0.195672795437087
"6349","222752_s_at","-1.61795463512141","0.116725470653903",0.195762324203832
"4115","212601_at","1.62338120229061","0.116827800082922",0.195903385291887
"9003","232174_at","-1.63857714139564","0.117027982989171",0.196208462981376
"1980","204579_at","1.63969167659991","0.117186222957522",0.196443135210364
"1270","202746_at","-1.61328082540859","0.117320991633024",0.196638394705888
"9642","236487_at","1.64945938567969","0.117430791287937",0.196791749988762
"10132","240759_at","-1.63791668528147","0.117505419720535",0.196886126357362
"7044","225613_at","-1.64757539343677","0.117534023164608",0.196903368193497
"3233","209289_at","-1.62450861709984","0.117657816941786",0.197080051060614
"5062","217014_s_at","1.62142150376063","0.117689685468268",0.197102725569286
"9704","236924_at","-1.6296078608508","0.117714211940121",0.19711309870428
"2952","207828_s_at","1.61479413689024","0.11829395395869",0.198053035341612
"672","200628_s_at","-1.64884214427716","0.118352582910161",0.198089503650382
"3012","208296_x_at","-1.6321794819435","0.11833446762328",0.198089503650382
"4378","213388_at","-1.62826363669293","0.118527072373424",0.198350674266001
"10009","239451_at","-1.65336494353215","0.118709652062406",0.198625300182849
"6338","222721_at","-1.61977288889366","0.11873314857557",0.198633703669601
"5289","218437_s_at","-1.61356340887901","0.118818908519594",0.198746251462768
"61","1552867_at","-1.63763984901818","0.118957018167111",0.198799437062944
"2894","207417_s_at","-1.61042492488106","0.118941111584658",0.198799437062944
"4596","214073_at","-1.65140873925054","0.118879272847344",0.198799437062944
"8472","229574_at","-1.62005295504985","0.118961642304965",0.198799437062944
"8530","229768_at","-1.61270531684783","0.118910232653892",0.198799437062944
"9289","235008_at","-1.63687309163752","0.118919688517855",0.198799437062944
"1329","202907_s_at","-1.60784827086614","0.119006232098475",0.198843047012091
"975","201755_at","1.61681377784679","0.119067324446061",0.198914212623376
"2300","205283_at","1.61578873786445","0.119194060861371",0.1990640792764
"9911","238902_at","-1.62382081408076","0.119178497790467",0.1990640792764
"3281","209410_s_at","-1.62370374970989","0.119397052381552",0.199372124119653
"244","1555564_a_at","-1.59833839508654","0.11957113053561",0.19963180054641
"1010","201884_at","1.67782756992033","0.119645820284918",0.199709222919577
"1982","204584_at","-1.61100795416046","0.119654651604159",0.199709222919577
"8059","228281_at","1.60215902556137","0.11978747522238",0.199899881047808
"4891","215444_s_at","1.60580113499326","0.119864885949803",0.199998021994457
"3633","210534_s_at","1.61369652425624","0.119955527135013",0.2001182044617
"2958","207876_s_at","-1.65141335506677","0.120072322030836",0.20028197432137
"145","1554273_a_at","1.59609403313334","0.120347558248768",0.200709934278076
"3561","210159_s_at","1.60326767969565","0.120535520043756",0.200992231934005
"2556","205945_at","-1.61464186940812","0.120556405571279",0.200995886602945
"9514","235745_at","-1.65629578894845","0.12065778396393",0.201133719872895
"1851","204279_at","-1.62428735152415","0.120805789135073",0.201349224117238
"2261","205191_at","-1.62328043898407","0.120879837298734",0.201441415163668
"9989","239332_at","1.64137572111789","0.120912910803909",0.201465305588661
"1807","204175_at","1.62029678540828","0.120974504881861",0.201505480478663
"9142","233224_at","-1.61635009891184","0.120962920848031",0.201505480478663
"498","1559584_a_at","-1.6066031628287","0.121036654596463",0.201577774197827
"3228","209278_s_at","-1.62423142293564","0.121286188654",0.201962072232896
"9426","235434_at","1.62715135890038","0.121395816418734",0.202113319624377
"10708","55081_at","-1.608535885005","0.12147253662361",0.202209740482591
"5272","218353_at","-1.65250781399413","0.121561326171275",0.202326219658444
"7661","227212_s_at","1.61951266961788","0.121777812325655",0.202655167640527
"1115","202245_at","1.58912957059181","0.121931226994133",0.202847679505016
"8345","229147_at","1.64853562126017","0.121927156376762",0.202847679505016
"8602","230047_at","-1.60845385651552","0.122018149740289",0.202960882736322
"648","1569532_a_at","1.58935663779646","0.122138720906906",0.203035795793298
"1661","203827_at","1.61599680921936","0.122101244395166",0.203035795793298
"2949","207813_s_at","1.60666469081992","0.122102049573239",0.203035795793298
"10499","243745_at","-1.59693346021382","0.122128304393471",0.203035795793298
"9948","239131_at","-1.59471269603252","0.12217880042266",0.203071025219422
"6943","225282_at","-1.61131147389471","0.12238907999425",0.203350916700012
"7517","226838_at","1.59292165674986","0.12239086920802",0.203350916700012
"10515","243933_at","-1.62945392468285","0.122403937210052",0.203350916700012
"4699","214469_at","-1.62073936263784","0.122459374221703",0.20341158529766
"8881","231550_at","-1.58905801858147","0.12286436118616",0.204052766678034
"7651","227188_at","-1.60450207379718","0.122994100576705",0.204236690254939
"8758","230666_at","1.58794337735436","0.12304578591509",0.204259424140659
"8888","231644_at","-1.62275476742386","0.123028484037749",0.204259424140659
"7592","227021_at","1.6092159760339","0.12309061850434",0.204302304748173
"10357","242688_at","-1.61966039944945","0.123288056798088",0.204598423629116
"7284","226275_at","-1.63088145146803","0.123370345418036",0.204703387952889
"10430","243077_at","1.58435824599297","0.123437657881087",0.204783474392447
"9548","235927_at","-1.59981498107475","0.123559120620573",0.204953357746436
"2070","204769_s_at","-1.60746929345528","0.123695871520142",0.205148543974174
"8013","228155_at","1.58515067502728","0.123736043219055",0.205183518922159
"1631","203763_at","1.61972038060819","0.123778016630427",0.20522147028687
"1959","204531_s_at","1.599987181425","0.12385129831111",0.205311310428778
"7619","227081_at","-1.58771240301057","0.123965606127954",0.20546785284218
"8023","228180_at","-1.60591148393648","0.123988692550991",0.20546785284218
"9275","234975_at","1.59340399223412","0.124003059625456",0.20546785284218
"10612","244766_at","-1.58737016073225","0.12409606860277",0.205590281913249
"7034","225595_at","-1.60693013477998","0.124378312489362",0.206026130932926
"1360","202983_at","-1.57910714606791","0.124432461265074",0.206052336904678
"7631","227123_at","-1.59301244089841","0.12442168044958",0.206052336904678
"2907","207517_at","-1.61602372921652","0.124609983774187",0.206314528109033
"2392","205515_at","1.59781679986515","0.124873058648728",0.206655974706748
"5278","218395_at","1.59057261177307","0.12483706035668",0.206655974706748
"9001","232164_s_at","1.60668031506443","0.12487387162107",0.206655974706748
"8737","230595_at","-1.64889447994176","0.12510431834674",0.207005483358595
"1022","201918_at","-1.57973142362152","0.125290267905057",0.207281267966637
"2805","206947_at","1.5899188743489","0.125395580614674",0.207398576330929
"5917","220532_s_at","1.59211654123009","0.125411623700284",0.207398576330929
"9262","234764_x_at","-1.58987279637226","0.125419042345954",0.207398576330929
"488","1559401_a_at","-1.60073407317581","0.125495466257145",0.207461139790409
"7878","227753_at","1.59339079015294","0.125494686374045",0.207461139790409
"232","1555370_a_at","-1.59126786124343","0.125527982845243",0.207482993320838
"3035","208450_at","1.5792744887487","0.125625040262465",0.2076115021368
"7984","228067_at","1.58087139246496","0.125714049284941",0.207726672492959
"8903","231772_x_at","1.59448636780907","0.125761816696264",0.207773671345764
"4899","215504_x_at","-1.58979885821789","0.125834346747367",0.207861560336102
"6849","224975_at","1.62057719458652","0.125907354593187",0.207950211457135
"3365","209641_s_at","1.58351829760143","0.125958171712683",0.207970249117747
"3712","210915_x_at","-1.58740604020157","0.125943386423886",0.207970249117747
"3835","211639_x_at","-1.58695286417894","0.126053150261101",0.208095113098013
"4116","212605_s_at","-1.59350063885591","0.126144779441166",0.208214410278081
"7069","225666_at","1.59156897359484","0.126338974737666",0.208502940349867
"6964","225332_at","1.58114612961533","0.126378554619328",0.208536252189536
"9030","232307_at","-1.58910686464789","0.126418418068822",0.20857002164738
"3891","211796_s_at","-1.58062878486484","0.126526810093759",0.208686426851873
"7525","226858_at","1.61438585853621","0.126527791726875",0.208686426851873
"7760","227454_at","-1.57430888240327","0.126572434813952",0.208728039742272
"9252","234632_x_at","1.57103748249804","0.126611305809277",0.208760122689978
"4593","214068_at","-1.62483694171203","0.126656792970592",0.208771092751771
"9602","236243_at","-1.6035138623011","0.126655411022886",0.208771092751771
"3234","209290_s_at","-1.58360116524903","0.126803228711149",0.208980428433825
"1088","202147_s_at","-1.58865279090183","0.127088493200467",0.209418464197919
"2303","205289_at","1.57842709291113","0.127302694548295",0.209739284674114
"1857","204291_at","1.59300841751947","0.127485484602574",0.209943931757831
"4055","212415_at","-1.58935182691527","0.127468091624393",0.209943931757831
"9683","236769_at","1.58997217031203","0.127472816861704",0.209943931757831
"2443","205633_s_at","1.5699058682315","0.12787967373899",0.210421906090475
"4009","212254_s_at","-1.60609362423088","0.127893150697661",0.210421906090475
"4237","213005_s_at","1.60903407003455","0.127868917808482",0.210421906090475
"6639","223878_at","-1.62424718817957","0.127857174512357",0.210421906090475
"7992","228094_at","-1.59635302116183","0.127867386187464",0.210421906090475
"9109","232874_at","-1.58994278534259","0.127823617937553",0.210421906090475
"3920","211930_at","-1.57555451896","0.127985401427633",0.210477062733238
"7817","227605_at","1.58825377944882","0.127976209882507",0.210477062733238
"9089","232656_at","1.57443412147339","0.127977363555731",0.210477062733238
"5468","218976_at","1.57858037226031","0.128109370346516",0.210648715394669
"36","1552612_at","1.57125075864774","0.128297417276842",0.21092566216523
"2721","206552_s_at","-1.60740376294177","0.128335036789115",0.210955253868914
"9438","235468_at","-1.63139863328442","0.128430142742774",0.211079317451896
"8125","228462_at","-1.58084108182382","0.128453662610195",0.211085706921109
"5192","217989_at","1.55980925307195","0.128514978945387",0.211121933326326
"10354","242673_at","-1.55928647322498","0.128504430893361",0.211121933326326
"10008","239449_at","-1.57339779763581","0.128570526872533",0.211180920399248
"5509","219115_s_at","1.59677904285455","0.128656188814738",0.211287130035364
"6681","224254_x_at","-1.5883934251502","0.128674491022281",0.211287130035364
"2600","206090_s_at","-1.55882160892334","0.128700333743964",0.21129729552834
"8427","229455_at","-1.61369366420735","0.128730006820593",0.211313745547331
"9213","233940_at","-1.57266625394097","0.12905241096576",0.211810643062716
"6616","223722_at","1.57864702930177","0.129105323899021",0.211865146911214
"2790","206859_s_at","-1.63533084680173","0.129371584201166",0.212269689200509
"5029","216607_s_at","1.57487340314144","0.129565695306977",0.212547391004225
"6407","222918_at","-1.62590383925606","0.129580370910779",0.212547391004225
"8326","229088_at","-1.61471658145358","0.129620620773485",0.212580981475978
"10254","242121_at","-1.57032286278959","0.129680690696322",0.212647062127018
"3845","211653_x_at","1.56832695901681","0.12971284491044",0.212667354144107
"1805","204170_s_at","1.56916804927612","0.129766298166071",0.212722554944594
"5162","217813_s_at","-1.57141208701301","0.129843113277697",0.212816029567347
"4578","214027_x_at","-1.62991856777045","0.129944519024287",0.21292717802972
"10596","244625_at","-1.57216174104558","0.129950534061665",0.21292717802972
"8751","230650_at","1.56138618982672","0.130011442473081",0.212994519194053
"4886","215392_at","-1.57364283298844","0.130034432344313",0.212999728300739
"4838","215128_at","1.5675255170676","0.130210190377042",0.213255135861989
"8287","228948_at","1.5565891924216","0.130457340091351",0.213627371407585
"5264","218330_s_at","1.56946109997235","0.130547011025973",0.213741657157189
"8588","229982_at","-1.56494542739472","0.130584333918911",0.21377021289527
"8528","229764_at","-1.58647635255309","0.130740174111728",0.213992746544268
"5790","219916_s_at","-1.57190303406196","0.130839583144667",0.214122861182871
"1526","203491_s_at","1.56056411734747","0.131043973886842",0.214424715755794
"6833","224933_s_at","-1.55551734620802","0.131149680197912",0.21456502761533
"9702","236918_s_at","1.54739834341781","0.131309662653145",0.214794080761694
"1264","202733_at","-1.5951756694736","0.131364993289609",0.214851902623954
"6511","223342_at","-1.56192656029402","0.131415282831002",0.214868783606894
"10055","239818_x_at","1.56119256572138","0.13141363556662",0.214868783606894
"10385","242829_x_at","-1.55842852751042","0.131442320809707",0.214880315241899
"226","1555281_x_at","-1.59201421398302","0.131514043385316",0.214964882103818
"9595","236207_at","1.55588638750262","0.131590450929246",0.215057079858832
"10210","241867_at","-1.58377262317827","0.131670660396962",0.215155462095461
"15","1552348_at","1.5520562143766","0.131713874629871",0.215193371831085
"311","1556053_at","-1.57295519954732","0.131739913680761",0.215203213597013
"3938","212020_s_at","1.5714917303909","0.131823651908414",0.215302907934518
"5714","219693_at","-1.56438692905187","0.131840991986688",0.215302907934518
"595","1566785_x_at","1.5540514195261","0.131900818158371",0.215345104294013
"10038","239719_at","-1.6008458415495","0.131906887730689",0.215345104294013
"10126","240594_at","-1.55798638880837","0.132011682782006",0.215483469450756
"3649","210619_s_at","1.56454607197115","0.132071699844479",0.215515998896318
"4703","214483_s_at","1.56010230312813","0.132056251050939",0.215515998896318
"7795","227531_at","1.57238841285779","0.132133180675235",0.215583605253433
"10413","242968_at","-1.57084500674053","0.132456047435077",0.216077593995137
"9292","235019_at","-1.57388570202306","0.132499454591868",0.216115615256639
"8983","232094_at","-1.55059858705561","0.132733206933784",0.21642875282941
"9554","235952_at","-1.54299606782359","0.132751825233441",0.21642875282941
"10691","45633_at","1.55467231747122","0.132735822888915",0.21642875282941
"6405","222906_at","1.55388765778683","0.132851454056377",0.216558343543688
"2919","207565_s_at","-1.57267121419664","0.132912733050338",0.216625391201642
"9267","234884_x_at","-1.55935209203729","0.132943187558048",0.216642187424088
"580","1565689_at","-1.57641225584098","0.133091274075023",0.216850640832648
"1337","202932_at","1.56234556237037","0.133126793609228",0.216875649225215
"6232","222303_at","-1.55573648569732","0.13314849728531",0.216878146161438
"2997","208130_s_at","1.54954699845078","0.133191418182096",0.216915196651605
"279","1555858_at","-1.56350857167579","0.13341448515417",0.217245576916195
"4032","212336_at","-1.54587562623536","0.133477820080286",0.217315796714603
"60","1552848_a_at","-1.57406236804879","0.13353911612496",0.217349769387764
"1690","203903_s_at","1.55934916492556","0.133527616122237",0.217349769387764
"6876","225062_at","-1.5410151705689","0.133569259396511",0.217365926597743
"434","1558220_at","-1.54992360357129","0.133690348985177",0.217530059365712
"9012","232213_at","-1.56568276003891","0.133715955309347",0.217538803372083
"634","1569129_s_at","-1.56191060822291","0.133826777211256",0.217686158634709
"5886","220306_at","1.55374887910141","0.133984979133493",0.217910527249027
"8352","229173_at","1.54888980331335","0.134226121023967",0.218269699523547
"9229","234224_at","-1.57303928879232","0.134284374601802",0.218329515678085
"9904","238878_at","1.53590986914972","0.134303517177721",0.218329515678085
"4394","213425_at","-1.56663051841552","0.134524322219877",0.218655406274848
"7473","226726_at","1.55361615103046","0.134558171294106",0.218677366649672
"10651","36920_at","1.54100625663446","0.134603385760759",0.218717788076119
"9021","232269_x_at","-1.53414164001002","0.134637985467081",0.218740951910253
"9635","236435_at","-1.54862269099009","0.134927162544012",0.219177647933709
"3248","209314_s_at","1.55204652739188","0.135063224410263",0.219365527017998
"838","201328_at","1.5551738847585","0.135100161548313",0.219392378336726
"8562","229883_at","1.55964535416198","0.135155890585341",0.219449733550829
"10196","241782_at","1.56322410426669","0.135209801411534",0.219504119700561
"6772","224747_at","-1.53072210933957","0.135478632071053",0.219907344810985
"3722","210970_s_at","1.56984406322468","0.135511010708325",0.219926699945043
"3045","208502_s_at","1.58086485056037","0.135622477061954",0.22007438475251
"6056","221501_x_at","-1.56372121207157","0.135932649094869",0.220544415733821
